#faceId	imagePath	faceRect.x	faceRect.y	faceRect.w	faceRect.h
58775	flickr/0/image13519.jpg	1793	609	410	410
58776	flickr/0/image13520.jpg	410	205	497	497
58777	flickr/0/image13520.jpg	1212	708	456	456
58778	flickr/0/image13523.jpg	369	979	1325	1325
58779	flickr/0/image13524.jpg	263	779	1493	1493
58780	flickr/0/image13525.jpg	1711	336	417	417
58781	flickr/0/image13526.jpg	806	590	494	494
58782	flickr/0/image13528.jpg	1242	539	858	858
58783	flickr/0/image13529.jpg	378	912	1508	1508
58784	flickr/0/image13532.jpg	678	550	809	809
58785	flickr/0/image13532.jpg	1536	302	722	722
58786	flickr/0/image13533.jpg	3119	1075	3765	3765
58787	flickr/0/image13534.jpg	553	2307	4340	4340
58788	flickr/0/image13535.jpg	81	164	215	215
58790	flickr/3/image13537.jpg	195	162	217	217
58791	flickr/0/image13539.jpg	108	1287	2776	2776
58792	flickr/0/image13541.jpg	441	127	239	239
58793	flickr/0/image13542.jpg	112	228	466	466
58794	flickr/0/image13547.jpg	466	133	572	572
58795	flickr/0/image13548.jpg	212	151	214	214
58796	flickr/0/image13551.jpg	492	619	809	809
58797	flickr/0/image13551.jpg	1297	645	768	768
58798	flickr/0/image13551.jpg	2019	667	658	658
58799	flickr/0/image13554.jpg	227	51	165	165
58800	flickr/0/image13557.jpg	455	179	512	512
58801	flickr/0/image13560.jpg	364	402	658	658
58802	flickr/0/image13562.jpg	33	127	112	112
58803	flickr/0/image13562.jpg	76	99	144	144
58806	flickr/0/image13565.jpg	108	179	95	95
58807	flickr/0/image13573.jpg	824	1009	645	645
58810	flickr/0/image13575.jpg	185	180	80	80
58811	flickr/0/image13575.jpg	292	127	82	82
58812	flickr/0/image13580.jpg	34	-44	544	544
58813	flickr/0/image13581.jpg	32	-47	552	552
58814	flickr/0/image13582.jpg	25	130	257	257
58815	flickr/0/image13583.jpg	145	92	145	145
58816	flickr/0/image13585.jpg	190	332	1363	1363
58817	flickr/0/image13586.jpg	194	362	736	736
58818	flickr/0/image13587.jpg	185	131	1866	1866
58819	flickr/0/image13591.jpg	24	79	320	320
58820	flickr/0/image13595.jpg	497	380	545	545
58821	flickr/0/image13598.jpg	142	82	209	209
58822	flickr/0/image13599.jpg	81	10	186	186
58823	flickr/0/image13599.jpg	262	212	152	152
58825	flickr/0/image13610.jpg	2	38	154	154
58826	flickr/0/image13612.jpg	153	144	53	53
58827	flickr/0/image13613.jpg	198	137	73	73
58828	flickr/0/image13615.jpg	81	137	201	201
58829	flickr/0/image13617.jpg	148	373	784	784
58830	flickr/0/image13618.jpg	165	346	451	451
58831	flickr/0/image13619.jpg	150	433	401	401
58832	flickr/0/image13621.jpg	544	301	937	937
58833	flickr/0/image13623.jpg	145	111	114	114
58834	flickr/0/image13624.jpg	282	340	489	489
58838	flickr/0/image13627.jpg	215	417	1535	1535
58839	flickr/0/image13631.jpg	100	70	212	212
58840	flickr/0/image13632.jpg	508	112	109	109
58841	flickr/0/image13633.jpg	189	201	295	295
58842	flickr/0/image13633.jpg	677	164	320	320
58843	flickr/0/image13639.jpg	121	319	164	164
58844	flickr/0/image13640.jpg	107	57	289	289
58845	flickr/0/image13641.jpg	188	91	198	198
58846	flickr/0/image13642.jpg	446	197	381	381
58847	flickr/0/image13646.jpg	515	329	1509	1509
58848	flickr/0/image13647.jpg	227	88	100	100
58849	flickr/0/image13648.jpg	39	151	287	287
58852	flickr/0/image13654.jpg	824	116	350	350
58853	flickr/0/image13655.jpg	558	404	799	799
58854	flickr/0/image13656.jpg	325	309	507	507
58856	flickr/0/image13658.jpg	507	681	853	853
58857	flickr/0/image13659.jpg	260	189	335	335
58858	flickr/0/image13666.jpg	1259	482	1824	1824
58859	flickr/0/image13670.jpg	329	340	597	597
58860	flickr/0/image13672.jpg	68	163	203	203
58861	flickr/0/image13677.jpg	453	192	393	393
58862	flickr/0/image13678.jpg	995	533	532	532
58863	flickr/0/image13679.jpg	1107	517	1752	1752
58864	flickr/0/image13681.jpg	70	133	56	56
58865	flickr/0/image13681.jpg	269	38	54	54
58866	flickr/0/image13687.jpg	232	60	93	93
58867	flickr/0/image13713.jpg	825	533	635	635
58868	flickr/0/image13716.jpg	12	111	559	559
58869	flickr/0/image13717.jpg	24	61	291	291
58870	flickr/0/image13718.jpg	-37	64	286	286
58871	flickr/0/image13720.jpg	157	83	105	105
58872	flickr/0/image13720.jpg	254	116	102	102
58873	flickr/0/image13721.jpg	163	64	122	122
58874	flickr/0/image13723.jpg	215	313	544	544
58875	flickr/0/image13726.jpg	171	34	669	669
58876	flickr/0/image13735.jpg	119	102	113	113
58877	flickr/0/image13735.jpg	293	87	101	101
58878	flickr/0/image13735.jpg	25	122	100	100
58879	flickr/0/image13735.jpg	216	156	78	78
58880	flickr/0/image13735.jpg	388	92	106	106
58881	flickr/0/image13739.jpg	171	81	225	225
58883	flickr/3/image13740.jpg	368	255	93	93
58884	flickr/0/image13742.jpg	515	250	300	300
58885	flickr/0/image13743.jpg	186	113	79	79
58886	flickr/0/image13747.jpg	114	93	114	114
58887	flickr/0/image13748.jpg	562	214	270	270
58888	flickr/0/image13754.jpg	533	254	140	140
58891	flickr/0/image13759.jpg	147	58	108	108
58892	flickr/0/image13760.jpg	-36	103	152	152
58893	flickr/0/image13760.jpg	184	114	152	152
58894	flickr/0/image13760.jpg	361	65	185	185
58895	flickr/0/image13762.jpg	31	116	204	204
58896	flickr/0/image13770.jpg	60	104	179	179
58897	flickr/0/image13771.jpg	88	75	108	108
58898	flickr/0/image13772.jpg	76	153	207	207
58899	flickr/0/image13775.jpg	454	267	789	789
58900	flickr/0/image13782.jpg	510	829	1410	1410
58901	flickr/0/image13785.jpg	972	277	1056	1056
58902	flickr/0/image13786.jpg	139	101	46	46
58903	flickr/0/image13786.jpg	232	94	47	47
58904	flickr/0/image13790.jpg	346	246	358	358
58905	flickr/0/image13791.jpg	47	82	258	258
58907	flickr/0/image13793.jpg	278	111	70	70
58908	flickr/0/image13794.jpg	158	160	183	183
58909	flickr/0/image13799.jpg	68	183	93	93
58910	flickr/0/image13799.jpg	167	144	88	88
58911	flickr/0/image13800.jpg	114	87	44	44
58912	flickr/0/image13800.jpg	243	108	41	41
58913	flickr/0/image13800.jpg	309	102	41	41
58914	flickr/0/image13801.jpg	129	134	109	109
58915	flickr/0/image13802.jpg	162	116	163	163
58916	flickr/0/image13803.jpg	134	71	143	143
58917	flickr/0/image13804.jpg	727	984	1152	1152
58918	flickr/0/image13804.jpg	2058	469	1097	1097
58919	flickr/0/image13806.jpg	376	127	266	266
58921	flickr/0/image13808.jpg	161	172	91	91
58922	flickr/0/image13808.jpg	240	326	88	88
58923	flickr/0/image13815.jpg	172	285	316	316
58925	flickr/0/image13817.jpg	207	486	267	267
58926	flickr/0/image13819.jpg	119	132	320	320
58927	flickr/0/image13823.jpg	177	69	89	89
58928	flickr/0/image13824.jpg	123	118	98	98
58929	flickr/0/image13824.jpg	274	88	116	116
58931	flickr/0/image13827.jpg	80	80	237	237
58932	flickr/0/image13828.jpg	224	222	343	343
58933	flickr/0/image13831.jpg	201	182	154	154
58934	flickr/0/image13837.jpg	243	215	68	68
58935	flickr/0/image13838.jpg	438	118	161	161
58936	flickr/0/image13839.jpg	19	1124	870	870
58937	flickr/0/image13840.jpg	239	82	104	104
58938	flickr/0/image13844.jpg	69	77	190	190
58939	flickr/0/image13846.jpg	2343	1229	1124	1124
58940	flickr/0/image13850.jpg	178	63	97	97
58941	flickr/0/image13851.jpg	161	82	111	111
58942	flickr/0/image13854.jpg	96	169	192	192
58943	flickr/0/image13856.jpg	223	147	182	182
58944	flickr/0/image13857.jpg	284	106	96	96
58945	flickr/0/image13858.jpg	104	55	99	99
58946	flickr/0/image13859.jpg	163	123	277	277
58947	flickr/0/image13862.jpg	29	96	89	89
58948	flickr/0/image13862.jpg	248	21	220	220
58949	flickr/0/image13863.jpg	279	437	127	127
58950	flickr/0/image13864.jpg	136	159	290	290
58951	flickr/0/image13866.jpg	204	98	119	119
58952	flickr/0/image13868.jpg	475	185	399	399
58953	flickr/0/image13873.jpg	104	42	55	55
58954	flickr/0/image13873.jpg	153	98	50	50
58955	flickr/0/image13873.jpg	211	56	55	55
58956	flickr/0/image13873.jpg	324	69	51	51
58957	flickr/0/image13874.jpg	268	462	472	472
58958	flickr/0/image13879.jpg	105	137	148	148
58959	flickr/0/image13881.jpg	97	95	124	124
58960	flickr/0/image13886.jpg	621	758	1609	1609
58961	flickr/0/image13886.jpg	2288	997	790	790
58962	flickr/0/image13886.jpg	3150	1177	593	593
58963	flickr/0/image13892.jpg	48	43	289	289
58964	flickr/0/image13897.jpg	460	847	1088	1088
58965	flickr/0/image13898.jpg	77	104	225	225
58966	flickr/0/image13899.jpg	454	311	298	298
58967	flickr/0/image13901.jpg	267	276	171	171
58968	flickr/0/image13901.jpg	506	233	156	156
58969	flickr/0/image13901.jpg	793	391	151	151
58970	flickr/0/image13907.jpg	510	694	1075	1075
58971	flickr/0/image13908.jpg	131	92	119	119
58972	flickr/0/image13911.jpg	52	366	407	407
58973	flickr/0/image13911.jpg	424	128	451	451
58974	flickr/0/image13914.jpg	227	413	514	514
58975	flickr/0/image13915.jpg	173	165	109	109
58976	flickr/0/image13915.jpg	73	123	111	111
58977	flickr/0/image13915.jpg	320	65	129	129
58978	flickr/0/image13916.jpg	848	724	1785	1785
58979	flickr/0/image13917.jpg	256	198	135	135
58980	flickr/0/image13919.jpg	117	425	1268	1268
58981	flickr/0/image13923.jpg	6	98	320	320
58982	flickr/0/image13927.jpg	43	-21	392	392
58983	flickr/0/image13930.jpg	241	71	115	115
58984	flickr/0/image13933.jpg	1588	878	1432	1432
58985	flickr/0/image13940.jpg	120	137	191	191
58986	flickr/0/image13941.jpg	43	112	225	225
58987	flickr/0/image13943.jpg	556	183	133	133
58988	flickr/0/image13945.jpg	26	59	104	104
58989	flickr/0/image13946.jpg	407	135	393	393
58990	flickr/0/image13951.jpg	158	115	72	72
58991	flickr/0/image13952.jpg	221	37	61	61
58992	flickr/0/image13953.jpg	68	55	260	260
58993	flickr/0/image13954.jpg	132	43	62	62
58994	flickr/0/image13960.jpg	105	100	155	155
58995	flickr/0/image13966.jpg	410	116	210	210
58996	flickr/0/image13967.jpg	206	371	1077	1077
58997	flickr/0/image13975.jpg	107	21	312	312
58998	flickr/0/image13976.jpg	47	5	482	482
58999	flickr/0/image13979.jpg	153	95	246	246
59000	flickr/0/image13981.jpg	127	97	100	100
59001	flickr/0/image13982.jpg	77	84	164	164
59004	flickr/0/image13987.jpg	131	236	479	479
59006	flickr/0/image13992.jpg	289	69	76	76
59007	flickr/0/image13994.jpg	86	129	91	91
59008	flickr/0/image13996.jpg	120	48	79	79
59009	flickr/0/image13996.jpg	312	136	81	81
59010	flickr/0/image13997.jpg	211	124	95	95
59011	flickr/0/image14007.jpg	217	204	43	43
59013	flickr/0/image14011.jpg	142	87	147	147
59014	flickr/0/image14015.jpg	157	65	72	72
59015	flickr/0/image14016.jpg	334	94	68	68
59016	flickr/0/image14019.jpg	140	98	112	112
59017	flickr/0/image14027.jpg	162	51	133	133
59018	flickr/0/image14030.jpg	203	108	164	164
59019	flickr/0/image14034.jpg	195	96	191	191
59021	flickr/0/image14039.jpg	1180	498	84	84
59022	flickr/0/image14042.jpg	926	285	337	337
59023	flickr/0/image14044.jpg	65	87	266	266
59024	flickr/0/image14045.jpg	54	129	268	268
59025	flickr/0/image14047.jpg	291	31	62	62
59026	flickr/0/image14054.jpg	259	141	181	181
59027	flickr/0/image14055.jpg	278	319	440	440
59028	flickr/0/image14059.jpg	289	49	75	75
59029	flickr/0/image14060.jpg	215	81	147	147
59030	flickr/0/image14067.jpg	93	44	51	51
59031	flickr/0/image14072.jpg	119	86	132	132
59032	flickr/0/image14077.jpg	153	60	97	97
59033	flickr/0/image14078.jpg	602	190	219	219
59034	flickr/0/image14083.jpg	220	72	183	183
59035	flickr/0/image14084.jpg	531	1890	1496	1496
59036	flickr/0/image14092.jpg	212	256	466	466
59037	flickr/0/image14092.jpg	551	219	517	517
59038	flickr/0/image14095.jpg	51	50	65	65
59040	flickr/3/image14103.jpg	165	88	49	49
59041	flickr/0/image14106.jpg	100	186	167	167
59042	flickr/0/image14106.jpg	199	128	186	186
59044	flickr/0/image14113.jpg	129	108	122	122
59045	flickr/0/image14122.jpg	519	363	429	429
59046	flickr/0/image14123.jpg	1587	880	881	881
59047	flickr/0/image14126.jpg	325	47	82	82
59048	flickr/0/image14131.jpg	428	47	74	74
59049	flickr/0/image14132.jpg	125	60	60	60
59050	flickr/0/image14146.jpg	107	39	48	48
59051	flickr/0/image14149.jpg	162	57	48	48
59054	flickr/0/image14153.jpg	157	140	437	437
59057	flickr/0/image14162.jpg	189	133	64	64
59058	flickr/0/image14164.jpg	184	91	143	143
59059	flickr/0/image14167.jpg	125	109	117	117
59060	flickr/0/image14167.jpg	219	124	99	99
59061	flickr/0/image14167.jpg	302	138	122	122
59063	flickr/2/image14168.jpg	225	93	159	159
59064	flickr/0/image14170.jpg	138	71	82	82
59065	flickr/0/image14172.jpg	104	55	77	77
59066	flickr/0/image14173.jpg	365	113	54	54
59067	flickr/0/image14174.jpg	199	40	52	52
59068	flickr/0/image14176.jpg	111	48	71	71
59069	flickr/0/image14184.jpg	120	123	234	234
59070	flickr/0/image14186.jpg	122	62	58	58
59071	flickr/0/image14188.jpg	135	35	48	48
59072	flickr/0/image14189.jpg	119	83	75	75
59073	flickr/0/image14191.jpg	3	108	199	199
59074	flickr/0/image14192.jpg	58	158	228	228
59075	flickr/0/image14196.jpg	207	42	72	72
59076	flickr/0/image14198.jpg	189	105	119	119
59078	flickr/0/image14205.jpg	280	95	158	158
59079	flickr/0/image14207.jpg	178	54	48	48
59080	flickr/0/image14209.jpg	147	40	48	48
59081	flickr/0/image14211.jpg	95	57	80	80
59082	flickr/0/image14215.jpg	153	90	73	73
59083	flickr/0/image14219.jpg	150	123	44	44
59084	flickr/0/image14221.jpg	179	64	175	175
59085	flickr/0/image14223.jpg	207	69	67	67
59086	flickr/0/image14224.jpg	95	61	122	122
59087	flickr/0/image14225.jpg	203	35	50	50
59088	flickr/0/image14226.jpg	140	43	50	50
59089	flickr/0/image14227.jpg	190	109	111	111
59090	flickr/0/image14229.jpg	186	57	82	82
59091	flickr/0/image14231.jpg	154	178	50	50
59092	flickr/0/image14234.jpg	132	116	103	103
59093	flickr/0/image14235.jpg	229	68	63	63
59094	flickr/0/image14238.jpg	125	43	74	74
59095	flickr/0/image14241.jpg	190	58	155	155
59096	flickr/0/image14243.jpg	192	50	46	46
59097	flickr/0/image14256.jpg	125	63	69	69
59098	flickr/0/image14257.jpg	103	51	54	54
59099	flickr/0/image14262.jpg	228	84	64	64
59100	flickr/0/image14266.jpg	94	26	208	208
59101	flickr/0/image14269.jpg	358	62	73	73
59102	flickr/0/image14274.jpg	218	54	137	137
59103	flickr/0/image14275.jpg	133	210	636	636
59104	flickr/0/image14283.jpg	158	52	66	66
59105	flickr/0/image14284.jpg	426	63	55	55
59106	flickr/0/image14285.jpg	62	118	177	177
59107	flickr/0/image14285.jpg	233	54	181	181
59108	flickr/0/image14287.jpg	122	36	53	53
59109	flickr/0/image14296.jpg	192	80	66	66
59110	flickr/0/image14298.jpg	85	156	158	158
59111	flickr/0/image14300.jpg	85	79	81	81
59112	flickr/0/image14301.jpg	175	144	173	173
59113	flickr/0/image14305.jpg	106	160	172	172
59114	flickr/0/image14323.jpg	319	54	195	195
59115	flickr/0/image14324.jpg	142	56	179	179
59116	flickr/0/image14324.jpg	219	91	178	178
59117	flickr/0/image14336.jpg	162	49	71	71
59118	flickr/0/image14341.jpg	51	132	261	261
59119	flickr/0/image14346.jpg	99	168	228	228
59120	flickr/0/image14359.jpg	131	52	162	162
59121	flickr/0/image14367.jpg	119	100	95	95
59122	flickr/0/image14377.jpg	2219	340	1091	1091
59123	flickr/0/image14380.jpg	638	202	277	277
59124	flickr/0/image14384.jpg	116	196	98	98
59125	flickr/0/image14387.jpg	66	47	164	164
59126	flickr/0/image14388.jpg	126	82	181	181
59127	flickr/0/image14410.jpg	147	53	267	267
59128	flickr/0/image14413.jpg	64	113	210	210
59129	flickr/0/image14420.jpg	88	84	35	35
59130	flickr/0/image14420.jpg	201	53	45	45
59132	flickr/0/image14426.jpg	60	116	280	280
59133	flickr/0/image14427.jpg	108	610	103	103
59134	flickr/0/image14427.jpg	386	526	105	105
59135	flickr/0/image14427.jpg	628	510	108	108
59136	flickr/0/image14427.jpg	884	590	101	101
59137	flickr/0/image14427.jpg	1055	542	95	95
59138	flickr/0/image14448.jpg	52	35	66	66
59139	flickr/0/image14448.jpg	189	37	63	63
59140	flickr/0/image14450.jpg	121	94	154	154
59141	flickr/0/image14458.jpg	518	324	505	505
59142	flickr/0/image14462.jpg	201	50	68	68
59145	flickr/0/image14471.jpg	235	148	59	59
59146	flickr/0/image14474.jpg	91	84	180	180
59147	flickr/0/image14482.jpg	221	19	322	322
59148	flickr/0/image14505.jpg	168	87	168	168
59151	flickr/0/image14508.jpg	109	101	114	114
59152	flickr/0/image14509.jpg	145	103	129	129
59153	flickr/0/image14509.jpg	232	134	126	126
59154	flickr/0/image14538.jpg	-24	147	260	260
59155	flickr/0/image14551.jpg	137	50	217	217
59156	flickr/0/image14561.jpg	2021	436	1111	1111
59157	flickr/0/image14567.jpg	115	175	112	112
59158	flickr/0/image14570.jpg	45	93	261	261
59159	flickr/0/image14572.jpg	285	160	221	221
59160	flickr/0/image14575.jpg	1241	742	547	547
59161	flickr/0/image14583.jpg	979	615	838	838
59162	flickr/0/image14587.jpg	99	60	85	85
59163	flickr/2/image14593.jpg	51	95	209	209
59164	flickr/0/image14595.jpg	135	112	55	55
59165	flickr/0/image14595.jpg	188	99	55	55
59166	flickr/0/image14599.jpg	290	149	311	311
59167	flickr/0/image14607.jpg	325	210	364	364
59168	flickr/0/image14612.jpg	77	137	152	152
59169	flickr/0/image14612.jpg	188	93	144	144
59170	flickr/0/image14625.jpg	102	93	150	150
59171	flickr/0/image14626.jpg	248	96	49	49
59172	flickr/0/image14628.jpg	143	132	251	251
59173	flickr/0/image14629.jpg	439	147	295	295
59174	flickr/0/image14631.jpg	150	140	82	82
59175	flickr/0/image14631.jpg	208	144	79	79
59176	flickr/0/image14643.jpg	169	97	181	181
59177	flickr/0/image14650.jpg	62	60	75	75
59178	flickr/0/image14654.jpg	338	75	85	85
59179	flickr/0/image14655.jpg	148	101	134	134
59180	flickr/0/image14657.jpg	178	42	55	55
59181	flickr/0/image14658.jpg	22	142	241	241
59182	flickr/0/image14659.jpg	93	49	174	174
59183	flickr/0/image14661.jpg	313	78	58	58
59184	flickr/0/image14666.jpg	25	119	208	208
59185	flickr/0/image14673.jpg	85	53	74	74
59186	flickr/0/image14674.jpg	161	118	108	108
59187	flickr/0/image14676.jpg	326	67	71	71
59190	flickr/0/image14682.jpg	55	44	59	59
59191	flickr/0/image14683.jpg	200	71	98	98
59192	flickr/0/image14686.jpg	141	126	257	257
59193	flickr/0/image14687.jpg	38	85	220	220
59194	flickr/0/image14689.jpg	983	308	533	533
59195	flickr/0/image14694.jpg	798	231	589	589
59196	flickr/0/image14704.jpg	149	99	153	153
59197	flickr/0/image14706.jpg	95	77	220	220
59198	flickr/0/image14706.jpg	235	145	188	188
59200	flickr/0/image14719.jpg	191	260	496	496
59201	flickr/0/image14740.jpg	138	44	82	82
59203	flickr/0/image14753.jpg	202	227	60	60
59204	flickr/0/image14753.jpg	311	156	82	82
59205	flickr/0/image14754.jpg	158	78	62	62
59206	flickr/0/image14755.jpg	-14	54	152	152
59207	flickr/0/image14756.jpg	63	50	183	183
59208	flickr/0/image14756.jpg	172	73	145	145
59209	flickr/0/image14767.jpg	205	334	531	531
59210	flickr/0/image14784.jpg	37	123	205	205
59211	flickr/0/image14785.jpg	166	47	45	45
59212	flickr/0/image14786.jpg	193	35	187	187
59213	flickr/0/image14788.jpg	197	35	271	271
59214	flickr/0/image14789.jpg	146	127	75	75
59215	flickr/0/image14793.jpg	200	135	129	129
59216	flickr/0/image14829.jpg	186	241	2014	2014
59217	flickr/0/image14864.jpg	199	133	60	60
59218	flickr/0/image14872.jpg	91	125	232	232
59219	flickr/0/image14879.jpg	219	121	55	55
59220	flickr/0/image14882.jpg	1025	650	503	503
59222	flickr/0/image14897.jpg	11	82	187	187
59223	flickr/0/image14898.jpg	80	73	62	62
59224	flickr/0/image14901.jpg	373	55	86	86
59225	flickr/0/image14904.jpg	160	97	142	142
59226	flickr/0/image14906.jpg	190	103	179	179
59227	flickr/0/image14907.jpg	129	85	170	170
59228	flickr/0/image14908.jpg	190	103	178	178
59229	flickr/0/image14914.jpg	96	57	89	89
59230	flickr/0/image14917.jpg	164	74	103	103
59231	flickr/0/image14918.jpg	171	42	75	75
59232	flickr/0/image14919.jpg	147	58	54	54
59233	flickr/0/image14920.jpg	213	59	62	62
59234	flickr/0/image14922.jpg	136	62	79	79
59235	flickr/0/image14923.jpg	190	120	64	64
59236	flickr/0/image14925.jpg	130	43	56	56
59237	flickr/0/image14926.jpg	122	40	57	57
59238	flickr/0/image14928.jpg	142	93	117	117
59239	flickr/0/image14935.jpg	109	177	124	124
59240	flickr/0/image14936.jpg	123	153	78	78
59241	flickr/0/image14949.jpg	201	188	146	146
59242	flickr/0/image14956.jpg	95	73	283	283
59243	flickr/0/image14957.jpg	138	48	72	72
59244	flickr/0/image14968.jpg	120	119	133	133
59245	flickr/0/image14971.jpg	-194	374	1023	1023
59247	flickr/0/image14978.jpg	94	158	224	224
59248	flickr/0/image14979.jpg	-46	161	232	232
59249	flickr/0/image14982.jpg	99	51	71	71
59250	flickr/0/image14983.jpg	118	45	66	66
59251	flickr/0/image14984.jpg	91	54	70	70
59252	flickr/0/image14985.jpg	654	246	295	295
59253	flickr/0/image14993.jpg	139	69	51	51
59254	flickr/0/image14995.jpg	71	75	135	135
59255	flickr/0/image15005.jpg	146	71	112	112
59256	flickr/0/image15010.jpg	280	27	135	135
59257	flickr/0/image15014.jpg	177	73	174	174
59258	flickr/0/image15031.jpg	394	189	328	328
59259	flickr/0/image15031.jpg	621	210	285	285
59260	flickr/0/image15032.jpg	352	63	563	563
59261	flickr/0/image15051.jpg	123	75	59	59
59263	flickr/0/image15062.jpg	142	168	86	86
59264	flickr/0/image15067.jpg	56	105	134	134
59265	flickr/0/image15073.jpg	100	89	167	167
59266	flickr/0/image15074.jpg	164	87	134	134
59267	flickr/0/image15077.jpg	118	64	91	91
59268	flickr/0/image15079.jpg	338	54	124	124
59269	flickr/0/image15082.jpg	397	426	151	151
59270	flickr/0/image15089.jpg	68	143	170	170
59274	flickr/0/image15095.jpg	1322	527	553	553
59275	flickr/0/image15096.jpg	141	268	193	193
59276	flickr/0/image15105.jpg	-2	90	182	182
59277	flickr/0/image15108.jpg	189	68	66	66
59278	flickr/0/image15108.jpg	271	104	64	64
59279	flickr/0/image15109.jpg	92	203	570	570
59280	flickr/0/image15111.jpg	82	21	56	56
59281	flickr/0/image15118.jpg	988	529	986	986
59282	flickr/0/image15122.jpg	136	211	84	84
59283	flickr/0/image15138.jpg	148	56	65	65
59284	flickr/0/image15140.jpg	16	173	242	242
59286	flickr/0/image15167.jpg	292	48	75	75
59287	flickr/0/image15180.jpg	151	89	80	80
59288	flickr/0/image15182.jpg	217	21	323	323
59289	flickr/0/image15185.jpg	62	70	208	208
59290	flickr/0/image15186.jpg	195	97	193	193
59291	flickr/0/image15187.jpg	350	123	83	83
59292	flickr/0/image15192.jpg	-68	692	1058	1058
59293	flickr/0/image15193.jpg	241	64	171	171
59294	flickr/0/image15221.jpg	523	1890	1492	1492
59295	flickr/0/image15231.jpg	46	98	310	310
59296	flickr/0/image15255.jpg	99	102	316	316
59297	flickr/0/image15265.jpg	1865	208	317	317
59298	flickr/0/image15281.jpg	130	109	120	120
59299	flickr/0/image15286.jpg	120	99	181	181
59300	flickr/0/image15291.jpg	99	130	87	87
59301	flickr/0/image15292.jpg	1601	879	881	881
59302	flickr/0/image15293.jpg	71	71	218	218
59303	flickr/0/image15303.jpg	-389	397	3047	3047
59305	flickr/3/image15320.jpg	147	283	166	166
59306	flickr/0/image15331.jpg	58	87	168	168
59307	flickr/0/image15340.jpg	137	71	82	82
59308	flickr/0/image15341.jpg	106	56	74	74
59309	flickr/0/image15342.jpg	363	112	55	55
59310	flickr/0/image15346.jpg	110	56	63	63
59311	flickr/0/image15349.jpg	119	123	234	234
59312	flickr/0/image15350.jpg	246	60	70	70
59313	flickr/0/image15351.jpg	120	63	57	57
59314	flickr/0/image15367.jpg	77	123	180	180
59315	flickr/0/image15368.jpg	187	99	79	79
59316	flickr/0/image15369.jpg	209	91	157	157
59317	flickr/0/image15371.jpg	227	83	66	66
59318	flickr/0/image15372.jpg	95	25	213	213
59319	flickr/0/image15408.jpg	208	64	197	197
59320	flickr/0/image15409.jpg	424	101	542	542
59321	flickr/0/image15424.jpg	100	115	76	76
59322	flickr/0/image15426.jpg	1203	393	798	798
59323	flickr/0/image15429.jpg	179	702	2162	2162
59324	flickr/0/image15435.jpg	51	57	288	288
59325	flickr/0/image15457.jpg	118	56	87	87
59326	flickr/0/image15463.jpg	315	55	194	194
59327	flickr/0/image15465.jpg	150	100	75	75
59328	flickr/0/image15477.jpg	-48	-134	517	517
59329	flickr/0/image15491.jpg	789	-19	2417	2417
59330	flickr/0/image15497.jpg	291	144	178	178
59332	flickr/0/image15515.jpg	96	167	229	229
59333	flickr/0/image15520.jpg	563	505	856	856
59335	flickr/0/image15541.jpg	118	78	131	131
59336	flickr/0/image15548.jpg	133	52	157	157
59337	flickr/0/image15566.jpg	711	1038	316	316
59338	flickr/0/image15566.jpg	1783	1643	260	260
59339	flickr/0/image15572.jpg	371	319	104	104
59340	flickr/0/image15574.jpg	168	35	286	286
59341	flickr/0/image15586.jpg	174	162	254	254
59342	flickr/0/image15629.jpg	717	700	1728	1728
59343	flickr/0/image15648.jpg	194	279	151	151
59344	flickr/0/image15684.jpg	59	91	187	187
59345	flickr/0/image15715.jpg	45	224	302	302
59346	flickr/0/image15722.jpg	873	496	1037	1037
59347	flickr/0/image15726.jpg	181	87	211	211
59348	flickr/0/image15727.jpg	151	75	220	220
59349	flickr/0/image15729.jpg	69	175	199	199
59350	flickr/0/image15743.jpg	1194	361	2429	2429
59351	flickr/0/image15752.jpg	175	243	108	108
59352	flickr/0/image15759.jpg	56	132	223	223
59353	flickr/0/image15778.jpg	58	301	272	272
59354	flickr/0/image15785.jpg	165	88	168	168
59355	flickr/0/image15806.jpg	271	-10	172	172
59356	flickr/0/image15818.jpg	-5	-33	377	377
59357	flickr/0/image15828.jpg	254	354	265	265
59359	flickr/0/image15841.jpg	147	63	90	90
59360	flickr/0/image15859.jpg	63	208	161	161
59361	flickr/0/image15864.jpg	205	20	96	96
59362	flickr/0/image15876.jpg	450	1525	1501	1501
59363	flickr/0/image15901.jpg	165	100	110	110
59364	flickr/0/image15906.jpg	102	40	98	98
59365	flickr/0/image15921.jpg	899	430	774	774
59367	flickr/3/image15926.jpg	217	76	193	193
59368	flickr/0/image15943.jpg	223	48	66	66
59369	flickr/0/image15951.jpg	191	179	99	99
59370	flickr/0/image15966.jpg	238	64	246	246
59371	flickr/0/image15967.jpg	84	125	156	156
59372	flickr/0/image15972.jpg	364	1314	1965	1965
59373	flickr/0/image15978.jpg	60	58	77	77
59374	flickr/0/image15981.jpg	22	140	247	247
59375	flickr/0/image16006.jpg	111	309	164	164
59376	flickr/0/image16008.jpg	32	77	235	235
59377	flickr/0/image16009.jpg	98	78	217	217
59378	flickr/0/image16009.jpg	236	144	189	189
59380	flickr/0/image16038.jpg	67	128	1917	1917
